0.00	9.998078943299e-04
0.04	9.992318050745e-04
0.08	9.982721081458e-04
0.12	9.969293273273e-04
0.16	9.952041339696e-04
0.20	9.930973466296e-04
0.24	9.906099306668e-04
0.28	9.877429978014e-04
0.32	9.844978056329e-04
0.36	9.808757571138e-04
0.40	9.768783999686e-04
0.44	9.725074260483e-04
0.48	9.677646706167e-04
0.52	9.626521115676e-04
0.56	9.571718685777e-04
0.60	9.513262022011e-04
0.64	9.451175129120e-04
0.68	9.385483400994e-04
0.72	9.316213610132e-04
0.76	9.243393896606e-04
0.80	9.167053756498e-04
0.84	9.087224029798e-04
0.88	9.003936887762e-04
0.92	8.917225819766e-04
0.96	8.827125619677e-04
1.00	8.733672371782e-04
1.04	8.636903436281e-04
1.08	8.536857434318e-04
1.12	8.433574232550e-04
1.16	8.327094927198e-04
1.20	8.217461827585e-04
1.24	8.104718439142e-04
1.28	7.988909445936e-04
1.32	7.870080692725e-04
1.36	7.748279166600e-04
1.40	7.623552978244e-04
1.44	7.495951342807e-04
1.48	7.365524560423e-04
1.52	7.232323996350e-04
1.56	7.096402060726e-04
1.60	6.957812187941e-04
1.64	6.816608815614e-04
1.68	6.672847363181e-04
1.72	6.526584210091e-04
1.76	6.377876673604e-04
1.80	6.226782986218e-04
1.84	6.073362272709e-04
1.88	5.917674526838e-04
1.92	5.759780587731e-04
1.96	5.599742115974e-04
2.00	5.437621569457e-04
2.04	5.273482178942e-04
2.08	5.107387923393e-04
2.12	4.939403505008e-04
2.16	4.769594323964e-04
2.20	4.598026452860e-04
2.24	4.424766610875e-04
2.28	4.249882137670e-04
2.32	4.073440967097e-04
2.36	3.895511600725e-04
2.40	3.716163081224e-04
2.44	3.535464965587e-04
2.48	3.353487298159e-04
2.52	3.170300583442e-04
2.56	2.985975758653e-04
2.60	2.800584166042e-04
2.64	2.614197525025e-04
2.68	2.426887904193e-04
2.72	2.238727693277e-04
2.76	2.049789575126e-04
2.80	1.860146497711e-04
2.84	1.669871646128e-04
2.88	1.479038414540e-04
2.92	1.287720377994e-04
2.96	1.095991264066e-04
3.00	9.039249243258e-05
3.04	7.115953056685e-05
3.08	5.190764215879e-05
3.12	3.264423234722e-05
3.16	1.337670719995e-05
3.20	-5.887529133523e-06
3.24	-2.514107725656e-05
3.28	-4.437654535085e-05
3.32	-6.358655199750e-05
3.36	-8.276372899749e-05
3.40	-1.019007241926e-04
3.44	-1.209902042850e-04
3.48	-1.400248576519e-04
3.52	-1.589973971503e-04
3.56	-1.779005629095e-04
3.60	-1.967271251074e-04
3.64	-2.154698867332e-04
3.68	-2.341216863347e-04
3.72	-2.526754007529e-04
3.76	-2.711239478411e-04
3.80	-2.894602891692e-04
3.84	-3.076774327080e-04
3.88	-3.257684354928e-04
3.92	-3.437264062631e-04
3.96	-3.615445080783e-04
4.00	-3.792159609103e-04
4.04	-3.967340442135e-04
4.08	-4.140920994740e-04
4.12	-4.312835327371e-04
4.16	-4.483018171135e-04
4.20	-4.651404952604e-04
4.24	-4.817931818367e-04
4.28	-4.982535659291e-04
4.32	-5.145154134472e-04
4.36	-5.305725694858e-04
4.40	-5.464189606537e-04
4.44	-5.620485973668e-04
4.48	-5.774555761057e-04
4.52	-5.926340816366e-04
4.56	-6.075783891963e-04
4.60	-6.222828666413e-04
4.64	-6.367419765629e-04
4.68	-6.509502783690e-04
4.72	-6.649024303322e-04
4.76	-6.785931916038e-04
4.80	-6.920174241897e-04
4.84	-7.051700948858e-04
4.88	-7.180462771683e-04
4.92	-7.306411530364e-04
4.96	-7.429500148073e-04
5.00	-7.549682668638e-04
5.04	-7.666914273565e-04
5.08	-7.781151298630e-04
5.12	-7.892351250041e-04
5.16	-8.000472820184e-04
5.20	-8.105475902912e-04
5.24	-8.207321608374e-04
5.28	-8.305972277347e-04
5.32	-8.401391495078e-04
5.36	-8.493544104633e-04
5.40	-8.582396219774e-04
5.44	-8.667915237365e-04
5.48	-8.750069849313e-04
5.52	-8.828830054010e-04
5.56	-8.904167167256e-04
5.60	-8.976053832608e-04
5.64	-9.044464031153e-04
