26.7047057894	0.0727594837	0.0000003740	0.0727598577
26.7047057894	0.0727594837	0.0000003740	0.0727598577
28.1115711119	0.6011578530	0.0000005843	0.6011584373
28.2159305217	0.0620321945	0.0000000686	0.0620322631
28.2159305217	0.0620321945	0.0000000686	0.0620322631
28.9271935181	0.0000000000	0.0000000000	0.0000000000
28.9271941263	0.0000000000	0.0000000000	0.0000000000
28.9776944951	0.0366369195	0.0000004718	0.0366373913
29.0610265480	0.0000000000	0.0000000000	0.0000000000
29.1700223383	0.1163203131	0.0000002897	0.1163206028
29.3991867565	0.1209148851	0.0000000729	0.1209149580
29.3991867565	0.1209148851	0.0000000729	0.1209149580
30.4127839525	0.0000000669	0.0002539795	0.0002540464
31.0358984470	0.1103836047	0.0000000058	0.1103836104
33.1329497139	0.0023970002	0.0000010916	0.0023980918
33.2026878153	0.1381493709	0.0000006378	0.1381500087
34.6840229620	0.0055310034	0.0000000337	0.0055310371
34.6840229620	0.0055310034	0.0000000337	0.0055310371
35.6931546691	0.0952336472	0.0000000008	0.0952336481
35.6931546691	0.0952336472	0.0000000008	0.0952336481
36.0710130883	0.0016874466	0.0000087827	0.0016962293
36.2272663131	0.0779511910	0.0000009132	0.0779521043
36.2272663132	0.0779511910	0.0000009132	0.0779521043
37.0032683503	0.0000000000	0.0000000000	0.0000000000
37.0032697720	0.0000000000	0.0000000000	0.0000000000
37.0681588446	0.0000000000	0.0000000000	0.0000000000
37.0869365057	0.0000000000	0.0000000000	0.0000000000
37.0869365057	0.0000000000	0.0000000000	0.0000000000
37.3679913195	0.0032823059	0.0000008468	0.0032831526
37.9691777101	0.0001146876	0.0000018250	0.0001165126
37.9691777101	0.0001146876	0.0000018250	0.0001165126
38.3353895863	0.0000000000	0.0000000000	0.0000000000
38.3353936135	0.0000000000	0.0000000000	0.0000000000
38.8478514121	0.0494782928	0.0000000780	0.0494783708
39.1442872558	0.0028999061	0.0000002035	0.0029001097
40.6727982488	0.9094049948	0.0000000746	0.9094050694
40.6727982488	0.9094049948	0.0000000746	0.9094050694
41.6362377850	0.0058453689	0.0000050332	0.0058504021
42.2807613392	0.0384668355	0.0000020815	0.0384689170
43.8594765629	0.0000000000	0.0000000000	0.0000000000
43.8594796938	0.0000000000	0.0000000000	0.0000000000
43.8990410376	0.0000006095	0.0000017018	0.0000023114
44.4699180557	0.0257481452	0.0000000000	0.0257481452
44.4699180557	0.0257481452	0.0000000000	0.0257481452
44.8874704767	0.5643960783	0.0000216733	0.5644177516
44.8874704767	0.5643960783	0.0000216733	0.5644177516
47.1687119201	0.2238698665	0.0000006067	0.2238704732
47.1687119201	0.2238698665	0.0000006067	0.2238704732
48.7784808833	0.0202771528	0.0000000508	0.0202772036
52.1498427563	0.1742583214	0.0000000290	0.1742583503
